,total_inquiries,total_home_inquiries,total_shared_inquiries,total_private_inquiries,guest_rate,guest_return_rate,host_return_rate,interaction_rate,message_rate,total_contact_me,total_book_it,total_instant_book,pct_contact_me,pct_book_it,pct_instant_book,pct_past_booker,pct_new_user,total_replies,reply_rate,avg_reply_time,total_accepted,accepted_rate,avg_accepted_time,total_booking,booking_rate,avg_booking_time
2016-01-02 12:24:15,35.0,28.0,0.0,7.0,2.4571428571428573,0.0,0.0,10.114285714285714,201.68571428571428,12.0,14.0,9.0,0.34285714285714286,0.4,0.2571428571428571,0.4857142857142857,0.5142857142857142,30.0,0.8571428571428571,0.024815586419753087,17.0,0.4857142857142857,0.009791666666666667,14.0,0.4,0.009325396825396825
2016-01-03 12:24:15,66.0,59.0,0.0,7.0,2.9242424242424243,0.03225806451612903,0.125,7.318181818181818,164.87878787878788,25.0,27.0,14.0,0.3787878787878788,0.4090909090909091,0.21212121212121213,0.42424242424242425,0.5606060606060606,59.0,0.8939393939393939,0.07599576271186441,35.0,0.5303030303030303,0.10394378306878307,26.0,0.3939393939393939,0.08298744658119658
2016-01-04 12:24:15,54.0,43.0,0.0,11.0,3.185185185185185,0.03773584905660377,0.2708333333333333,7.944444444444445,231.72222222222223,28.0,11.0,15.0,0.5185185185185185,0.2037037037037037,0.2777777777777778,0.35185185185185186,0.6481481481481481,45.0,0.8333333333333334,0.04081558641975309,31.0,0.5740740740740741,0.06681488948626045,19.0,0.35185185185185186,0.007364766081871345
2016-01-05 12:24:15,87.0,83.0,0.0,4.0,3.689655172413793,0.0,0.1891891891891892,7.9655172413793105,211.29885057471265,51.0,22.0,14.0,0.5862068965517241,0.25287356321839083,0.16091954022988506,0.367816091954023,0.632183908045977,71.0,0.8160919540229885,0.060957061815336465,36.0,0.41379310344827586,0.13767007458847738,21.0,0.2413793103448276,0.06053295855379189
2016-01-06 12:24:15,95.0,86.0,0.0,9.0,3.831578947368421,0.034482758620689655,0.2716049382716049,7.842105263157895,162.44210526315788,63.0,17.0,15.0,0.6631578947368421,0.17894736842105263,0.15789473684210525,0.3263157894736842,0.6736842105263158,75.0,0.7894736842105263,0.07045354938271604,48.0,0.5052631578947369,0.08361352237654321,29.0,0.30526315789473685,0.1867859993614304
2016-01-07 12:24:15,117.0,104.0,2.0,11.0,3.1880341880341883,0.009345794392523364,0.3333333333333333,6.076923076923077,195.77777777777777,64.0,35.0,18.0,0.5470085470085471,0.29914529914529914,0.15384615384615385,0.46153846153846156,0.5384615384615384,93.0,0.7948717948717948,0.07501505874153723,48.0,0.41025641025641024,0.09560667438271604,31.0,0.26495726495726496,0.0846143219832736
2016-01-08 12:24:15,101.0,91.0,0.0,10.0,3.4752475247524752,0.044444444444444446,0.4358974358974359,8.504950495049505,245.65346534653466,52.0,32.0,17.0,0.5148514851485149,0.31683168316831684,0.16831683168316833,0.37623762376237624,0.6237623762376238,80.0,0.7920792079207921,0.08476721643518519,41.0,0.40594059405940597,0.1578856142728094,30.0,0.297029702970297,0.10909336419753085
2016-01-09 12:24:15,64.0,57.0,0.0,7.0,3.140625,0.03278688524590164,0.36363636363636365,6.6875,243.1875,35.0,17.0,12.0,0.546875,0.265625,0.1875,0.390625,0.59375,54.0,0.84375,0.0966358024691358,32.0,0.5,0.16580910011574074,20.0,0.3125,0.11771064814814816
2016-01-10 12:24:15,69.0,59.0,0.0,10.0,2.7681159420289854,0.078125,0.41935483870967744,8.144927536231885,248.81159420289856,22.0,27.0,20.0,0.3188405797101449,0.391304347826087,0.2898550724637681,0.37681159420289856,0.6231884057971014,61.0,0.8840579710144928,0.07425698239222829,48.0,0.6956521739130435,0.14948326581790122,35.0,0.5072463768115942,0.09253306878306879
2016-01-11 12:24:15,78.0,62.0,0.0,16.0,2.91025641025641,0.02702702702702703,0.3442622950819672,10.038461538461538,227.6153846153846,34.0,23.0,21.0,0.4358974358974359,0.2948717948717949,0.2692307692307692,0.5,0.5,73.0,0.9358974358974359,0.04438911085743277,43.0,0.5512820512820513,0.051530738587424636,35.0,0.44871794871794873,0.0690380291005291
2016-01-12 12:24:15,91.0,81.0,0.0,10.0,3.5494505494505493,0.03571428571428571,0.2857142857142857,5.241758241758242,193.3186813186813,53.0,26.0,12.0,0.5824175824175825,0.2857142857142857,0.13186813186813187,0.32967032967032966,0.6703296703296703,74.0,0.8131868131868132,0.08743368368368368,33.0,0.3626373626373626,0.16359497755331087,23.0,0.25274725274725274,0.049371477455716586
2016-01-13 12:24:15,107.0,94.0,1.0,12.0,3.5794392523364484,0.041237113402061855,0.40229885057471265,6.598130841121495,211.13084112149534,64.0,32.0,11.0,0.5981308411214953,0.29906542056074764,0.102803738317757,0.2803738317757009,0.719626168224299,86.0,0.8037383177570093,0.08459113910422049,35.0,0.32710280373831774,0.13088789682539684,21.0,0.19626168224299065,0.1228692680776014
2016-01-14 12:24:15,91.0,77.0,1.0,13.0,3.4615384615384617,0.07058823529411765,0.3194444444444444,5.362637362637362,218.57142857142858,48.0,33.0,10.0,0.5274725274725275,0.3626373626373626,0.10989010989010989,0.2857142857142857,0.7142857142857143,82.0,0.9010989010989011,0.06555033310749774,30.0,0.32967032967032966,0.12594753086419752,23.0,0.25274725274725274,0.08643367552334943
2016-01-15 12:24:15,67.0,56.0,0.0,11.0,2.8059701492537314,0.03225806451612903,0.42105263157894735,9.597014925373134,170.40298507462686,35.0,21.0,11.0,0.5223880597014925,0.31343283582089554,0.16417910447761194,0.3880597014925373,0.6119402985074627,58.0,0.8656716417910447,0.08557890325670499,35.0,0.5223880597014925,0.16164252645502644,23.0,0.34328358208955223,0.10839019726247986
2016-01-16 12:24:15,72.0,66.0,0.0,6.0,2.638888888888889,0.04477611940298507,0.30158730158730157,7.069444444444445,193.56944444444446,38.0,25.0,9.0,0.5277777777777778,0.3472222222222222,0.125,0.4166666666666667,0.5833333333333334,66.0,0.9166666666666666,0.09953265291806958,32.0,0.4444444444444444,0.1064185474537037,22.0,0.3055555555555556,0.11715330387205386
2016-01-17 12:24:15,62.0,54.0,0.0,8.0,2.7419354838709675,0.05084745762711865,0.34545454545454546,10.838709677419354,195.79032258064515,21.0,23.0,18.0,0.3387096774193548,0.3709677419354839,0.2903225806451613,0.5,0.5,57.0,0.9193548387096774,0.04161874593892138,39.0,0.6290322580645161,0.046467830009496676,30.0,0.4838709677419355,0.04153819444444445
2016-01-18 12:24:15,65.0,55.0,0.0,10.0,3.1846153846153844,0.0625,0.35,9.430769230769231,219.06153846153848,26.0,19.0,20.0,0.4,0.2923076923076923,0.3076923076923077,0.46153846153846156,0.5384615384615384,64.0,0.9846153846153847,0.06340964988425926,48.0,0.7384615384615385,0.07152006172839506,34.0,0.5230769230769231,0.07063521241830066
2016-01-19 12:24:15,82.0,70.0,2.0,10.0,3.3048780487804876,0.05263157894736842,0.24285714285714285,8.121951219512194,210.53658536585365,41.0,24.0,17.0,0.5,0.2926829268292683,0.2073170731707317,0.4024390243902439,0.5975609756097561,74.0,0.9024390243902439,0.0740915915915916,54.0,0.6585365853658537,0.1043173439643347,30.0,0.36585365853658536,0.05183101851851852
2016-01-20 12:24:15,78.0,65.0,0.0,13.0,3.217948717948718,0.04054054054054054,0.3424657534246575,8.076923076923077,223.10256410256412,34.0,26.0,18.0,0.4358974358974359,0.3333333333333333,0.23076923076923078,0.46153846153846156,0.5256410256410257,73.0,0.9358974358974359,0.05023132293252156,45.0,0.5769230769230769,0.05941383744855967,34.0,0.4358974358974359,0.08757489106753812
2016-01-21 12:24:15,72.0,63.0,0.0,9.0,3.0277777777777777,0.0,0.3076923076923077,8.86111111111111,233.40277777777777,30.0,22.0,20.0,0.4166666666666667,0.3055555555555556,0.2777777777777778,0.4305555555555556,0.5694444444444444,62.0,0.8611111111111112,0.054496341099163674,38.0,0.5277777777777778,0.1015427022417154,28.0,0.3888888888888889,0.026249173280423282
2016-01-22 12:24:15,56.0,48.0,1.0,7.0,3.25,0.0392156862745098,0.27450980392156865,6.696428571428571,194.42857142857142,33.0,19.0,4.0,0.5892857142857143,0.3392857142857143,0.07142857142857142,0.4642857142857143,0.5357142857142857,48.0,0.8571428571428571,0.062269965277777777,30.0,0.5357142857142857,0.12036188271604938,11.0,0.19642857142857142,0.15323758417508418
2016-01-23 12:24:15,57.0,48.0,0.0,9.0,3.1403508771929824,0.01818181818181818,0.3148148148148148,8.052631578947368,164.71929824561403,22.0,23.0,12.0,0.38596491228070173,0.40350877192982454,0.21052631578947367,0.43859649122807015,0.5614035087719298,52.0,0.9122807017543859,0.0715306712962963,37.0,0.6491228070175439,0.10407094594594594,27.0,0.47368421052631576,0.13214163237311385
2016-01-24 12:24:15,41.0,36.0,1.0,4.0,3.1951219512195124,0.024390243902439025,0.375,10.21951219512195,220.09756097560975,18.0,11.0,12.0,0.43902439024390244,0.2682926829268293,0.2926829268292683,0.3170731707317073,0.6829268292682927,42.0,1.024390243902439,0.07146852954144621,28.0,0.6829268292682927,0.09129257605820106,20.0,0.4878048780487805,0.038953703703703706
2016-01-25 12:24:15,63.0,60.0,0.0,3.0,3.507936507936508,0.017241379310344827,0.21818181818181817,9.396825396825397,224.74603174603175,24.0,18.0,21.0,0.38095238095238093,0.2857142857142857,0.3333333333333333,0.49206349206349204,0.5079365079365079,51.0,0.8095238095238095,0.06987608932461874,41.0,0.6507936507936508,0.11563262195121951,29.0,0.4603174603174603,0.02012332375478927
2016-01-26 12:24:15,61.0,54.0,2.0,5.0,3.3114754098360657,0.0,0.3103448275862069,7.19672131147541,223.98360655737704,32.0,22.0,7.0,0.5245901639344263,0.36065573770491804,0.11475409836065574,0.32786885245901637,0.6721311475409836,54.0,0.8852459016393442,0.06504801097393689,30.0,0.4918032786885246,0.15280864197530863,20.0,0.32786885245901637,0.1416226851851852
2016-01-27 12:24:15,70.0,64.0,0.0,6.0,3.342857142857143,0.03125,0.3114754098360656,8.371428571428572,230.61428571428573,35.0,22.0,13.0,0.5,0.3142857142857143,0.18571428571428572,0.4,0.6,54.0,0.7714285714285715,0.059321201989026066,39.0,0.5571428571428572,0.1252059591642925,26.0,0.37142857142857144,0.09791889245014246
2016-01-28 12:24:15,67.0,57.0,0.0,10.0,2.985074626865672,0.0,0.3333333333333333,7.656716417910448,188.70149253731344,33.0,24.0,10.0,0.4925373134328358,0.3582089552238806,0.14925373134328357,0.4626865671641791,0.5074626865671642,68.0,1.0149253731343284,0.08582329112200436,49.0,0.7313432835820896,0.19268069727891154,26.0,0.3880597014925373,0.2000525284900285
2016-01-29 12:24:15,56.0,44.0,0.0,12.0,3.0714285714285716,0.0392156862745098,0.3125,5.803571428571429,170.0,25.0,20.0,11.0,0.44642857142857145,0.35714285714285715,0.19642857142857142,0.30357142857142855,0.6964285714285714,38.0,0.6785714285714286,0.09232273391812866,24.0,0.42857142857142855,0.10425684799382716,16.0,0.2857142857142857,0.15032407407407408
2016-01-30 12:24:15,45.0,39.0,1.0,5.0,2.466666666666667,0.06976744186046512,0.4318181818181818,7.666666666666667,222.46666666666667,25.0,12.0,8.0,0.5555555555555556,0.26666666666666666,0.17777777777777778,0.4444444444444444,0.5555555555555556,45.0,1.0,0.05572916666666667,31.0,0.6888888888888889,0.06693548387096775,16.0,0.35555555555555557,0.007515190972222223
2016-01-31 12:24:15,32.0,24.0,0.0,8.0,2.96875,0.03225806451612903,0.2,9.40625,223.3125,15.0,5.0,12.0,0.46875,0.15625,0.375,0.53125,0.46875,31.0,0.96875,0.07471886200716846,26.0,0.8125,0.13061698717948717,17.0,0.53125,0.09366285403050108
2016-02-01 12:24:15,49.0,37.0,0.0,12.0,2.7755102040816326,0.022222222222222223,0.25,7.755102040816326,284.3265306122449,24.0,17.0,8.0,0.4897959183673469,0.3469387755102041,0.16326530612244897,0.40816326530612246,0.5918367346938775,44.0,0.8979591836734694,0.058880997474747475,34.0,0.6938775510204082,0.0791057325708061,25.0,0.5102040816326531,0.11063703703703705
2016-02-02 12:24:15,58.0,47.0,0.0,11.0,2.396551724137931,0.01818181818181818,0.2,9.948275862068966,169.70689655172413,24.0,17.0,17.0,0.41379310344827586,0.29310344827586204,0.29310344827586204,0.5,0.5,52.0,0.896551724137931,0.07072204415954415,37.0,0.6379310344827587,0.12736017267267266,28.0,0.4827586206896552,0.0717352843915344
2016-02-03 12:24:15,64.0,48.0,2.0,14.0,2.390625,0.03571428571428571,0.32727272727272727,7.4375,179.703125,21.0,27.0,16.0,0.328125,0.421875,0.25,0.515625,0.484375,56.0,0.875,0.08021474041005291,31.0,0.484375,0.08786999701314217,27.0,0.421875,0.0534619341563786
2016-02-04 12:24:15,39.0,31.0,0.0,8.0,2.641025641025641,0.0,0.2972972972972973,6.9743589743589745,184.35897435897436,14.0,13.0,12.0,0.358974358974359,0.3333333333333333,0.3076923076923077,0.4358974358974359,0.5641025641025641,36.0,0.9230769230769231,0.05470261059670782,29.0,0.7435897435897436,0.10817169540229886,23.0,0.5897435897435898,0.11235658212560387
2016-02-05 12:24:15,40.0,32.0,0.0,8.0,2.025,0.10526315789473684,0.3055555555555556,11.3,223.025,14.0,15.0,11.0,0.35,0.375,0.275,0.45,0.55,35.0,0.875,0.059300264550264555,26.0,0.65,0.08234063390313391,24.0,0.6,0.07290846836419754
2016-02-06 12:24:15,25.0,18.0,1.0,6.0,1.72,0.0,0.21739130434782608,8.56,201.48,9.0,9.0,7.0,0.36,0.36,0.28,0.48,0.52,24.0,0.96,0.02718315972222222,19.0,0.76,0.10963633040935673,14.0,0.56,0.1240881283068783
2016-02-07 12:24:15,10.0,8.0,0.0,2.0,3.6,0.0,0.2,6.9,115.5,2.0,5.0,3.0,0.2,0.5,0.3,0.7,0.3,6.0,0.6,0.030889274691358028,5.0,0.5,0.031453703703703706,5.0,0.5,0.031453703703703706
2016-02-08 12:24:15,30.0,25.0,0.0,5.0,1.9666666666666666,0.0,0.37037037037037035,7.4,181.33333333333334,9.0,6.0,15.0,0.3,0.2,0.5,0.5333333333333333,0.4666666666666667,29.0,0.9666666666666667,0.08654653575989782,22.0,0.7333333333333333,0.1045959595959596,17.0,0.5666666666666667,0.01574074074074074
2016-02-09 12:24:15,32.0,26.0,0.0,6.0,2.46875,0.03125,0.1875,7.09375,206.46875,9.0,8.0,15.0,0.28125,0.25,0.46875,0.53125,0.46875,29.0,0.90625,0.05576348978288634,22.0,0.6875,0.07659722222222222,18.0,0.5625,0.03696952160493827
2016-02-10 12:24:15,35.0,29.0,0.0,6.0,2.1714285714285713,0.058823529411764705,0.22857142857142856,9.114285714285714,225.02857142857144,11.0,9.0,15.0,0.3142857142857143,0.2571428571428571,0.42857142857142855,0.4857142857142857,0.5142857142857142,33.0,0.9428571428571428,0.027586980920314252,26.0,0.7428571428571429,0.09746661324786325,23.0,0.6571428571428571,0.04073168276972625
2016-02-11 12:24:15,38.0,34.0,0.0,4.0,2.236842105263158,0.0,0.19444444444444445,9.605263157894736,202.97368421052633,10.0,11.0,17.0,0.2631578947368421,0.2894736842105263,0.4473684210526316,0.6842105263157895,0.3157894736842105,38.0,1.0,0.020061525341130603,24.0,0.631578947368421,0.013942418981481481,23.0,0.6052631578947368,0.010631038647342994
2016-02-12 12:24:15,50.0,42.0,0.0,8.0,2.58,0.0,0.28888888888888886,8.76,179.54,19.0,14.0,17.0,0.38,0.28,0.34,0.46,0.54,45.0,0.9,0.05811188271604938,38.0,0.76,0.08886178118908382,29.0,0.58,0.09198834610472542
2016-02-13 12:24:15,38.0,35.0,0.0,3.0,3.210526315789474,0.02631578947368421,0.23684210526315788,10.078947368421053,139.10526315789474,12.0,11.0,15.0,0.3157894736842105,0.2894736842105263,0.39473684210526316,0.4473684210526316,0.5526315789473685,37.0,0.9736842105263158,0.058645833333333335,31.0,0.8157894736842105,0.07107041517323776,23.0,0.6052631578947368,0.021455817230273753
2016-02-14 12:24:15,29.0,28.0,0.0,1.0,3.0344827586206895,0.0,0.34615384615384615,7.0,173.27586206896552,7.0,9.0,13.0,0.2413793103448276,0.3103448275862069,0.4482758620689655,0.4482758620689655,0.5172413793103449,28.0,0.9655172413793104,0.07040261243386244,23.0,0.7931034482758621,0.08825533413848631,20.0,0.6896551724137931,0.08643460648148148
2016-02-15 12:24:15,49.0,45.0,0.0,4.0,3.0816326530612246,0.02127659574468085,0.19047619047619047,10.10204081632653,172.0204081632653,15.0,17.0,17.0,0.30612244897959184,0.3469387755102041,0.3469387755102041,0.5102040816326531,0.4897959183673469,45.0,0.9183673469387755,0.07151877572016462,37.0,0.7551020408163265,0.1002515015015015,30.0,0.6122448979591837,0.11168364197530865
2016-02-16 12:24:15,50.0,41.0,3.0,6.0,2.62,0.044444444444444446,0.2127659574468085,7.1,183.66,10.0,17.0,23.0,0.2,0.34,0.46,0.42,0.58,44.0,0.88,0.019040930134680136,42.0,0.84,0.07065696649029982,34.0,0.68,0.05636676198257081
2016-02-17 12:24:15,43.0,42.0,0.0,1.0,2.9069767441860463,0.023255813953488372,0.4146341463414634,8.627906976744185,213.2325581395349,18.0,9.0,16.0,0.4186046511627907,0.20930232558139536,0.37209302325581395,0.6046511627906976,0.3953488372093023,43.0,1.0,0.07739125753660638,29.0,0.6744186046511628,0.08332854406130268,22.0,0.5116279069767442,0.05615056818181818
2016-02-18 12:24:15,60.0,54.0,0.0,6.0,2.716666666666667,0.0,0.3559322033898305,8.55,193.98333333333332,19.0,18.0,23.0,0.31666666666666665,0.3,0.38333333333333336,0.5,0.5,56.0,0.9333333333333333,0.02535796957671958,42.0,0.7,0.05706845238095238,36.0,0.6,0.06568930041152264
2016-02-19 12:24:15,45.0,38.0,0.0,7.0,2.6666666666666665,0.09302325581395349,0.23255813953488372,9.733333333333333,161.77777777777777,10.0,23.0,12.0,0.2222222222222222,0.5111111111111111,0.26666666666666666,0.5333333333333333,0.4666666666666667,41.0,0.9111111111111111,0.026639848690153567,28.0,0.6222222222222222,0.06097387566137566,23.0,0.5111111111111111,0.06940821256038647
2016-02-20 12:24:15,30.0,24.0,0.0,6.0,2.3,0.0,0.23333333333333334,10.466666666666667,175.3,7.0,14.0,9.0,0.23333333333333334,0.4666666666666667,0.3,0.36666666666666664,0.6333333333333333,28.0,0.9333333333333333,0.025001240079365078,27.0,0.9,0.07689857681755831,22.0,0.7333333333333333,0.03698179713804713
2016-02-21 12:24:15,33.0,29.0,0.0,4.0,2.1515151515151514,0.034482758620689655,0.23333333333333334,8.303030303030303,190.15151515151516,7.0,16.0,10.0,0.21212121212121213,0.48484848484848486,0.30303030303030304,0.5757575757575758,0.42424242424242425,32.0,0.9696969696969697,0.11052047164351853,30.0,0.9090909090909091,0.12993942901234568,25.0,0.7575757575757576,0.07032407407407408
2016-02-22 12:24:15,40.0,34.0,0.0,6.0,2.65,0.0,0.29411764705882354,8.8,207.7,11.0,14.0,15.0,0.275,0.35,0.375,0.55,0.45,38.0,0.95,0.02555738304093567,29.0,0.725,0.02332455300127714,23.0,0.575,0.02178341384863124
2016-02-23 12:24:15,47.0,40.0,0.0,7.0,2.5106382978723403,0.02127659574468085,0.3111111111111111,9.404255319148936,199.17021276595744,14.0,18.0,15.0,0.2978723404255319,0.3829787234042553,0.3191489361702128,0.574468085106383,0.425531914893617,42.0,0.8936170212765957,0.026243110670194005,34.0,0.723404255319149,0.058427968409586056,30.0,0.6382978723404256,0.0875829475308642
2016-02-24 12:24:15,50.0,35.0,2.0,13.0,2.7,0.0,0.2608695652173913,7.22,198.78,21.0,15.0,14.0,0.42,0.3,0.28,0.48,0.52,43.0,0.86,0.08082633505598621,32.0,0.64,0.09175672743055556,24.0,0.48,0.05643759645061728
2016-02-25 12:24:15,35.0,33.0,0.0,2.0,2.342857142857143,0.030303030303030304,0.26666666666666666,9.085714285714285,223.14285714285714,16.0,12.0,7.0,0.45714285714285713,0.34285714285714286,0.2,0.6,0.4,31.0,0.8857142857142857,0.10336618876941457,20.0,0.5714285714285714,0.19054976851851851,10.0,0.2857142857142857,0.019766203703703702
2016-02-26 12:24:15,46.0,40.0,0.0,6.0,2.5434782608695654,0.021739130434782608,0.25,10.5,194.56521739130434,13.0,12.0,21.0,0.2826086956521739,0.2608695652173913,0.45652173913043476,0.6086956521739131,0.3695652173913043,44.0,0.9565217391304348,0.04883233375420875,36.0,0.782608695652174,0.05243698559670782,29.0,0.6304347826086957,0.049666746487867175
2016-02-27 12:24:15,32.0,29.0,0.0,3.0,2.96875,0.0,0.22580645161290322,8.96875,135.21875,14.0,8.0,10.0,0.4375,0.25,0.3125,0.625,0.3125,26.0,0.8125,0.016408475783475783,18.0,0.5625,0.029115869341563787,18.0,0.5625,0.047453703703703706
2016-02-28 12:24:15,31.0,25.0,1.0,5.0,2.7419354838709675,0.03225806451612903,0.2,9.741935483870968,228.80645161290323,7.0,11.0,13.0,0.22580645161290322,0.3548387096774194,0.41935483870967744,0.6129032258064516,0.3870967741935484,32.0,1.032258064516129,0.12001916956018518,28.0,0.9032258064516129,0.08671337632275132,21.0,0.6774193548387096,0.028316247795414463
2016-02-29 12:24:15,42.0,31.0,0.0,11.0,2.5238095238095237,0.023809523809523808,0.3076923076923077,9.738095238095237,180.78571428571428,10.0,10.0,22.0,0.23809523809523808,0.23809523809523808,0.5238095238095238,0.6190476190476191,0.38095238095238093,40.0,0.9523809523809523,0.05209809027777777,34.0,0.8095238095238095,0.05499046840958605,29.0,0.6904761904761905,0.0771316251596424
